Fake ID,Year,City,Month,Day,Time,Week,Type Of Accident,Reasons,Street,Place,Area,Location,Lighting,Road Condition,Weather Condition,Road surface,Lay injured,Injured seat,Degree of injury,Age of the injured,The person's gender,Speed of the road,Number of tracks,Pedestrian behavior,Intersection,Total
897404,2021,Abu Dhabi,September,Wednesday,Before noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,External road,Al -Shawmikh Bridge,public road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Medium,33,Male,120,4,There is no,Not on or by (20) meters of a,1
897405,2021,Abu Dhabi,May,Saturday,Before noon,The first week,Shock,Sudden deviation,Abu Dhabi Road - Al Ain,Residential area,Mohammed bin Zayed City,Other (select),Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,28,Male,40,1,There is no,Not at intersection,1
897408,2021,Abu Dhabi,March,Sunday,At noon,the third week,Deterioration,Sudden deviation,Hazza Bin Sultan Street,Residential area,Fold,public road,day,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,27,Male,80,3,There is no,Not at intersection,1
897411,2021,Ras Al Khaimah,April,Friday,Before noon,second week,Run,Preoccupation with the road while driving the vehicle in any way,Al -Faisal Street near the agencies,Commercial area,Old Ras Al Khaimah,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,pedestrian,There is no passenger,Medium,0,Male,80,3,He crosses not on transit lines,Not at intersection,1
897414,2021,Abu Dhabi,February,Monday,In the afternoon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,Residential area,Al -Ajaban,Intersection,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Medium,20,Male,60,2,There is no,A meeting of half -vertical roads,1
897417,2021,Abu Dhabi,March,Thursday,At noon,the third week,Be shocked,Sudden deviation,Abu Dhabi Road - Al Ain,Tunnel / Bridge,Perfection,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,36,Female,160,3,There is no,Not on or by (20) meters of a,1
897421,2021,Abu Dhabi,July,Saturday,In the afternoon,The first week,Deterioration,Sudden deviation,An internal street,Residential area,The reefs,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,29,Male,40,2,There is no,Not at intersection,1
897423,2021,Abu Dhabi,January,Thursday,At noon,fourth week,Shock,Sudden deviation,Tarif road,External road,Arian,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,40,Male,160,5,There is no,Not on or by (20) meters of a,1
897424,2021,Ajman,November,Monday,Before noon,fourth week,Be shocked,Sudden deviation,Sheikh Mohammed bin Zayed Street,External road,Hill,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,31,Male,120,0,There is no,Not on or by (20) meters of a,1
897426,2021,Ras Al Khaimah,February,Saturday,In the afternoon,fourth week,Non -moving,Preoccupation with the road while driving the vehicle in any way,Jabal Jais Street,Mountainous area,Whisper,Double road,Night - without lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,34,Male,60,2,There is no,Not on or by (20) meters of a,1
897429,2021,Abu Dhabi,March,Sunday,Evening,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Sweihan Road,External road,The farmer,public road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Medium,22,Female,140,4,There is no,Not at intersection,1
897433,2021,Ras Al Khaimah,October,Saturday,Evening,second week,Be shocked,Sudden deviation,Dafta Street,Mountainous area,Inconsistent,public road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,40,Male,100,2,There is no,Not at intersection,1
897434,2021,Ras Al Khaimah,Dec,Friday,Evening,The first week,Deterioration,Sudden deviation,Al -Munai’i Street,Mountainous area,Al -Munai’i,Double road,day,Wicked (Bad),No Clouds,Temple,driver,Bike,Medium,33,Male,100,2,There is no,Others,1
897442,2021,Ras Al Khaimah,May,Wednesday,At noon,the third week,Run,Sudden deviation,Khorkheir Street,External road,Hide,Double road,day,Wicked (Bad),No Clouds,Temple,pedestrian,There is no passenger,Medium,29,Male,100,2,Familiar,Not on or by (20) meters of a,1
897446,2021,Sharjah,November,Friday,In the afternoon,the third week,Be shocked,Sudden deviation,Sheikh Khalid bin Khalid Al Qasimi Street,Residential area,Ramtha,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Medium,5,Male,60,3,There is no,Not on or by (20) meters of a,1
897448,2021,Abu Dhabi,October,Friday,At noon,The fifth week,Deterioration,Sudden deviation,Abu Dhabi Road - Al Ain,Residential area,Mohammed bin Zayed City,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,14,Male,60,2,There is no,Not on or by (20) meters of a,1
897450,2021,Abu Dhabi,May,Friday,Evening,second week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Armored road,External road,Industrial armored bridge,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,28,Male,120,4,There is no,A meeting of half -vertical roads,1
897453,2021,Abu Dhabi,November,Tuesday,Before noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Etihad Street,External road,Swallow,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,40,Male,140,3,There is no,Not at intersection,1
897454,2021,Ras Al Khaimah,May,Thursday,At noon,The first week,Cross -100,Sudden deviation,Al -Jazeera Street behind the ceramic,Industrial area,The Red Island,Individual,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,30,Male,60,2,There is no,Not at intersection,1
897460,2021,Abu Dhabi,October,Thursday,Evening,the third week,Shock,Sudden deviation,Sheikh Maktoum Bin Rashid Street,External road,There is no definition of regions,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Medium,28,Male,140,4,There is no,Not on or by (20) meters of a,1
897464,2021,Abu Dhabi,June,Wednesday,At noon,The first week,Consecutive,Preoccupation with the road while driving the vehicle in any way,Truck Street,Tunnel / Bridge,Bare,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,45,Male,120,3,There is no,Not at intersection,1
897466,2021,Abu Dhabi,April,Thursday,Before noon,The first week,Shocked,Preoccupation with the road while driving the vehicle in any way,Sweihan Road,Residential area,The farmer,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,69,Male,60,2,There is no,Multi -legs intersection,1
897467,2021,Ras Al Khaimah,June,Monday,In the afternoon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Al Montaser Street,Commercial area,Palm,public road,day,Wicked (Bad),No Clouds,Temple,passenger,A passenger in the front seat,Medium,22,Male,80,3,There is no,Not on or by (20) meters of a,1
897468,2021,Abu Dhabi,October,Tuesday,Before noon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,International airport roads,External road,Khalifa City (a),Double road,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,47,Male,120,4,Familiar,Not on or by (20) meters of a,1
897471,2021,Sharjah,April,Thursday,Evening,fourth week,Deterioration,Sudden deviation,Al Dhaid Street / Al Madam towards Al Madam,Others,Madame,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,19,Male,100,2,There is no,Not on or by (20) meters of a,1
897472,2021,Sharjah,March,Saturday,Evening,fourth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Al -Orouba Street,Commercial area,Choiites,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Medium,23,Male,60,2,There is no,Not on or by (20) meters of a,1
897473,2021,Abu Dhabi,September,Thursday,At noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Shabakht Street,garden,Sage,Double road,day,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Medium,101,Female,100,2,There is no,Not on or by (20) meters of a,1
897476,2021,Abu Dhabi,October,Tuesday,Before noon,fourth week,Be shocked,Sudden deviation,Al -Mafraq Al -Shawamik Street,Petrol station,There is no definition of regions,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,27,Male,140,3,There is no,Not on or by (20) meters of a,1
897477,2021,Abu Dhabi,October,Saturday,At noon,The fifth week,Shock,Preoccupation with the road while driving the vehicle in any way,Yas Mall,Tunnel / Bridge,Yass Island,Double road,day,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,22,Male,60,2,There is no,Vertical cross intersection,1
897481,2021,Abu Dhabi,August,Tuesday,At noon,second week,Shock,Sudden deviation,There is no definition,Commercial area,Industrial Archbishop,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,26,Male,80,2,There is no,Not on or by (20) meters of a,1
897485,2021,Ras Al Khaimah,Dec,Friday,Evening,The fifth week,Fall,Sudden deviation,Al -Falamiya area,Governmental,Atmosphere,Dhuatatin Road,Night - without lighting,Wicked (Bad),rainy,Foundation,passenger,Rapid in the back seat,Eloquent,22,Male,60,1,There is no,Not at intersection,1
897494,2021,Ras Al Khaimah,June,Tuesday,At noon,the third week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Mohammed bin Salem Street,Residential area,Northern,Intersection,day,Wicked (Bad),No Clouds,earthy,driver,Driver,Eloquent,23,Male,30,2,There is no,Vertical cross intersection,1
897495,2021,Abu Dhabi,May,Sunday,Evening,The fifth week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,Road Road Road,Tunnel / Bridge,Rawf Kindergarten Bridge Bridge,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Eloquent,25,Male,140,4,There is no,Not on or by (20) meters of a,1
897496,2021,Abu Dhabi,March,Friday,At noon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,External road,Sih Al -Shuaib,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,26,Male,140,4,There is no,Not on or by (20) meters of a,1
897498,2021,Abu Dhabi,May,Friday,Evening,fourth week,Cross -100,Sudden deviation,Zayed Bin Sultan Street (General),Commercial area,Jerk,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,36,Male,100,3,There is no,Not on or by (20) meters of a,1
897499,2021,Sharjah,June,Sunday,At noon,second week,Run,Sudden deviation,Ring road,Residential area,Sur Kalba,Individual,Night - without lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Eloquent,29,Male,80,2,It crosses the crossing lines,Not on or by (20) meters of a,1
897500,2021,Abu Dhabi,November,Tuesday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,An internal street,Residential area,Swallow,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Eloquent,26,Male,100,3,There is no,Not at intersection,1
897502,2021,Abu Dhabi,March,Wednesday,Before noon,The first week,Shock,Sudden deviation,General Street (Abu Dhabi - Commodities),External road,Hierarchy,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,29,Male,160,4,There is no,Not at intersection,1
897506,2021,Sharjah,March,Saturday,Evening,fourth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Al -Orouba Street,Commercial area,Choiites,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,24,Male,60,2,There is no,Not on or by (20) meters of a,1
897507,2021,Umm Al Quwain,August,Sunday,Before noon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),External road,Navel,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,33,Male,120,3,There is no,Not on or by (20) meters of a,1
897508,2021,Ras Al Khaimah,May,Sunday,Before noon,second week,Be shocked,Preoccupation with the road while driving the vehicle in any way,"Al -Faisal Street, Al -Ittihad Bridge",Petrol station,Southern,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Bike,Eloquent,23,Male,40,3,There is no,vertigo,1
897510,2021,Abu Dhabi,Dec,Wednesday,Evening,second week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Al Ain Street - Dubai,External road,All regions,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Eloquent,20,Male,140,3,There is no,Not at intersection,1
897511,2021,Sharjah,February,Tuesday,Before noon,second week,Deterioration,Sudden deviation,Khorfakkan Road,External road,Sharjah / Al Dhaid,Double road,day,Wicked (Bad),fog,dry,driver,Driver,Eloquent,46,Male,120,2,There is no,Not on or by (20) meters of a,1
897517,2021,Sharjah,August,Friday,Evening,the third week,Deterioration,Sudden deviation,Hamriyah,Residential area,Hamriyah,Individual,day,Wicked (Bad),No Clouds,Sand,driver,Driver,Eloquent,43,Male,40,1,There is no,Others,1
897521,2021,Abu Dhabi,September,Wednesday,Evening,The fifth week,Run,Preoccupation with the road while driving the vehicle in any way,Armored road,Industrial area,Bracelet,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,death,30,Male,60,3,He crosses not on transit lines,Not on or by (20) meters of a,1
897525,2021,Abu Dhabi,January,Monday,Before noon,fourth week,Run,Preoccupation with the road while driving the vehicle in any way,Sultan Bin Zayed the First Street (Thirty Two),Tunnel / Bridge,There is no definition of regions,public road,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,death,79,Male,80,4,He crosses not on transit lines,Not at intersection,1
897526,2021,Abu Dhabi,September,Wednesday,Evening,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Rashid Al Maktoum Street,External road,-,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,death,46,Female,140,4,There is no,Not on or by (20) meters of a,1
897535,2021,Sharjah,March,Thursday,Evening,The first week,Run,Sudden deviation,Al Dhaid Street Al -Washah / Maliha,Commercial area,Al Dhaid / Sharjah,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,death,36,Male,100,1,Familiar,Not on or by (20) meters of a,1
897537,2021,Abu Dhabi,February,Wednesday,At noon,The first week,Be shocked,Preoccupation with the road while driving the vehicle in any way,General Street (Abu Dhabi - Commodities),Residential area,Port,public road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,death,38,Male,160,4,There is no,Not at intersection,1
897539,2021,Ajman,April,Wednesday,Before noon,fourth week,Deterioration,Sudden deviation,Khalifa Bin Zayed Street,Residential area,Rashidiya,Double road,day,Hole,No Clouds,dry,driver,Driver,death,25,Male,80,0,There is no,Not on or by (20) meters of a,1
897543,2021,Abu Dhabi,October,Sunday,Evening,fourth week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,International airport roads,Tunnel / Bridge,There is no definition of regions,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,death,26,Male,100,4,There is no,Not on or by (20) meters of a,1
